"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
3475;"crique petit Laussat ";"09210201";216885,842;598104,848;193436;2019-11-07;1,05;NA;1,13;12;7,9;168;NA;0,84;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets irrécupérables - forte hydrologie lors de la tentative de relève";"2017";"FDAAPPMA DOUBS";"Crique petit laussat ";15;0,5;3,5;32,16;2,479;0,646;5,35;7,881;8,552;1,045;0,679;0,622;8,061;9,297;11,048;10,334;11,464;1,665;1,082;0,968;6,352;7,975;2,912;0,641;0,006;0,358;0,512;2,085;0,202;0,273;1,669;100,553;0,085;2,414;3;0,228;30;0;1,299;NA;78,947;19,298;1,754;0,917;34,56;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,195;-0,148;-0,296;-0,058;-0,145;-0,293;-1,118;-0,573;-0,766;-0,313;-0,224;-1,245;4,239;"GUYANE";"tres faible"
3476;"crique Organabo";"09140401";226434,977;613927,998;193434;2019-11-05;0,125;NA;1,17;11;8,2;154;NA;0,53;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Ni radier ni plat courant sur la station - pas de pose de bâtonnets ni de granulométrie
La seule zone courante avec pente de la station est constituée par un rapide sur affleurement de dalle à sa limite aval au niveau du premier transect";"2017";"FDAAPPMA DOUBS";"Crique organabo";15;NA;NA;NA;NA;NA;5,933;8,35;9,077;1,065;0,718;0,635;10,384;1,238;14,896;10,665;12,149;1,99;1,42;1,22;5,731;6,345;0,485;0,77;0,008;0,426;0,588;2,487;0,233;0,035;1,99;100,885;0,01;0,251;3;0,585;30;0;1,299;NA;80,198;15,842;3,96;1,032;70,13;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,411;-0,324;0,474;-0,053;-0,218;-0,422;-2,36;-1,252;1,228;-0,282;-0,337;-1,794;7,253;"GUYANE";"moyen"
3477;"crique Deux Flots Amont pont de la piste ";"09240501";242212,713;589628,458;193445;2019-11-04;1,19;NA;1,86;19,5;13;273;NA;1,3;NA;"Présence de blocs rocheux erratiques hors transects";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Pas de pose de bâtonnets";"2017";"FDAAPPMA DOUBS";"Crique deux flots amont pont de la piste ";15;0,5;0,5;8,16;2;1,01;5,74;12,821;13,207;0,779;0,456;0,441;18,083;9,918;31,479;18,374;19,92;2,368;1,719;1,582;7,861;20,179;15,286;0,846;0,008;0,27;0,583;2,427;0,132;0,493;2,381;101,424;0,12;10,778;3;0,253;30;0;1,299;NA;97,561;2,439;0;0,13;84,04;NA;973;"GUYANE";0;NA;NA;NA;NA;1;0,07;-0,027;-0,407;0,077;0,779;0,217;0,4;-0,103;-1,056;0,414;1,205;0,921;4,099;"GUYANE";"tres faible"
3478;"L'OURCE A MENESBLE 1";"03006268";842355;6742378;93933;2019-05-14;1,09;NA;0,8;8,4;5,5;117;NA;2,79;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ource";15;6;16;37;1,233;7,45;2,81;6,396;6,79;0,687;0,446;0,416;10,698;13,175;6,317;7,793;8,507;1,181;0,814;0,743;6,882;20,33;3,605;0,451;0,005;0,258;0,579;0,976;0,125;0,59;1,199;100,346;0,213;12,832;3;0,344;30;0;0,39;NA;52,586;43,103;4,31;2,075;93,44;0;10;"COTES CALCAIRES EST";0;1,07;9,975;273,015;35,035;1;-0,16;-0,043;0,317;-0,113;0,233;-0,255;-0,797;-0,164;0,924;-0,476;0,266;-0,707;3,335;"COTES CALCAIRES EST";"tres faible"
3479;"crique Balata Amont pont piste Balata ";"09210901";316555,4;535188,946;193437;2019-10-29;0,049;NA;0,79;9,9;5,5;138,6;NA;1,23;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets non posés
Granulométrie réalisée sur plat courant en absence de radier";"2017";"FDAAPPMA DOUBS";"Crique balata amont pont piste balata ";15;0,5;0,5;0,5;0;0,5;1,53;5,623;5,881;0,486;0,263;0,247;15,983;2,32;13,192;10,777;12,008;1,878;1,258;1,116;5,934;13,461;1,155;0,709;0,007;0,247;0,89;2,77;0,257;0,09;1,878;101,307;0,026;1,373;3;0,441;30;0;1,299;NA;100;0;0;0,128;33,74;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,144;-0,214;0,37;0,068;0,224;-0,101;-0,829;-0,826;0,959;0,365;0,346;-0,429;3,753;"GUYANE";"tres faible"
3480;"ARCONCE à POISSON";"04016300";788714;6584530;72161;2019-06-14;0,258;NA;1,6;15;11,2;213;NA;0,89;NA;"";"bosquets éparses";"semi-continue";"Réseau de référence pérenne de la qualité des cours d'eau du bassin  Loire, cours d'eau côtiers vendéens et bretons";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Arconce";14;11;25;48,16;1,096;13,999;5,337;12,281;12,498;0,676;0,409;0,401;23,516;2,979;29,964;17,85;19,213;2,244;1,68;1,556;8,06;13,584;3,575;0,871;0,009;0,3;0,703;3,428;0,192;0,124;2,245;101,483;0,031;1,804;3;0,35;28;0;0,35;NA;47,2;51,2;1,6;1,754;514,14;0,621;21;"MASSIF CENTRAL NORD";0;1,47;29,148;254,488;14,257;1;-0,123;-0,231;0,38;0,107;-0,659;-0,001;-0,714;-0,711;0,848;0,391;-0,649;-0,004;3,318;"MASSIF CENTRAL NORD";"tres faible"
3481;"affluent Kapiri (RD) Amont confluence Crique";"09231501";378787,409;456485,366;193441;2019-10-30;1,316;NA;2,05;18,9;14,3;264,6;NA;0,17;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Pas de pose de bâtonnets
Granulométrie réalisée sur un plat courant hors station car ni plat courant ni radier sur la station";"2017";"FDAAPPMA DOUBS";"Affluent kapiri (rd) amont confluence crique";15;0,5;0,5;0,5;0,031;0,5;10,659;13,874;14,483;1,235;0,792;0,754;12,035;11,43;20,616;18,209;19,154;1,84;1,165;1,102;10,197;1,838;3,278;0,679;0,007;0,383;0,47;4,472;0,246;0,162;1,841;100,584;0,048;0,317;3;0,26;30;0;1,299;NA;95,05;0;4,95;0,856;70,44;NA;973;"GUYANE";0;NA;NA;NA;NA;1;0,122;0,252;-0,339;-0,132;-1,352;-0,1;0,703;0,973;-0,88;-0,708;-2,092;-0,424;5,779;"GUYANE";"faible"
3482;"L'OISE A ERLOY 1";"03129020";767226;6979365;103681;2019-05-27;1,87;NA;NA;27;13,6;NA;NA;2;NA;"";"isolée";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"3 photos aval RG chenal RD
3 photos amont RG chenal RD";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Oise";15;46,84;68,5;91;0,455;51,132;6,192;12,716;12,991;0,695;0,481;0,469;22,071;11,181;38,577;34,753;35,791;2,104;1,278;1,226;17,504;24,048;22,093;0,758;0,008;0,259;0,522;21,582;0,621;0,613;2,124;101,051;0,174;16,001;3;0,375;30;0;NA;NA;2,439;96,748;0,813;1,143;762,37;0,181;9;"TABLES CALCAIRES";0;1,73;31,706;622,072;17,9;1;0,752;0,716;0,412;0,064;0,714;0,57;2,879;1,877;0,873;0,188;0,886;1,258;7,961;"TABLES CALCAIRES";"fort"
3483;"crique Païra Amont confluence rivière Kourouaï";"09241502";383153,889;455090,853;193447;2019-10-30;0,763;NA;2,23;19;15,6;266;NA;0,33;NA;"Présence végétation aquatique ponctuelle";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Pas de pose de bâtonnets
Granulométrie réalisée sur plat courant car absence de radier";"2017";"FDAAPPMA DOUBS";"Crique paira amont confluence kourouai";15;0,5;0,5;1;0,827;0,707;9,184;14,445;14,841;0,996;0,64;0,619;16,352;6,295;29,698;21,194;22,203;2,118;1,433;1,361;10,391;4,406;4,17;0,792;0,008;0,399;0,61;3,231;0,152;0,142;2,119;101,079;0,039;0,651;3;0,488;30;0;1,299;NA;86,364;0;13,636;1,028;61,71;NA;973;"GUYANE";0;NA;NA;NA;NA;1;0,321;0,284;0,323;0,041;-0,761;0,345;1,841;1,099;0,839;0,22;-1,178;1,468;6,643;"GUYANE";"moyen"
3484;"Crique Christophe";"09241501";382991,077;449465,111;193446;2019-10-31;0,826;NA;1,35;14,1;9,4;197,4;NA;0,76;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Pas de pose de bâtonnets
Granulométrie réalisée sur plat courant car absence de radier";"2017";"FDAAPPMA DOUBS";"Crique christophe";15;0,5;0,5;0,5;0;0,5;5,943;10,203;10,609;0,946;0,581;0,557;11,507;7,446;14,49;14,475;15,247;1,631;1,004;0,954;9,044;7,11;2,882;0,612;0,006;0,331;0,552;1,688;0,117;0,206;1,634;100,613;0,067;1,504;3;0,216;30;0;1,299;NA;98,4;1,6;0;0,673;55,98;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,027;0,155;-0,469;-0,196;0,019;-0,313;-0,153;0,601;-1,217;-1,053;0,03;-1,332;4,385;"GUYANE";"tres faible"
3485;"crique Maurice";"09240201";172037,678;577896,512;193443;2019-11-08;0,804;NA;1,61;18,6;11,3;260,4;NA;0,88;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets irrécupérables - forte hydrologie à la période de relève";"2017";"FDAAPPMA DOUBS";"Crique maurice";15;5;19;36;1,318;6,9;8,076;12,282;12,752;0,973;0,643;0,613;15,794;4,648;27,146;17,484;18,89;2,232;1,574;1,448;8,231;12,501;4,791;0,877;0,009;0,458;0,693;3,097;0,177;0,184;2,234;101,147;0,048;2,434;3;0,666;30;0;1,299;NA;50,769;42,308;6,923;1,556;91,08;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,008;0,011;0,539;-0,002;0,433;0,02;-0,047;0,042;1,397;-0,009;0,669;0,085;2,249;"GUYANE";"tres faible"
3486;"LE RUISSEAU DES HAULDRES A ETIOLLES 1";"03050000";662529;6837910;98414;2019-07-17;0,03;NA;NA;6,5;2,3;NA;NA;10,5;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Qualif incertaine car certains points indiquent des profondeurs/hauteurs supérieures à la hauteur plein bord. Cela voudrait que certains points hors de l'eau sont en fait situés en dessous du niveau de l'eau.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Hauldres";15;18;74,5;110,32;1,255;28,219;0,334;2,137;2,345;0,266;0,148;0,132;11,184;3,387;3,962;5,915;6,83;1,186;0,686;0,59;5,13;60,726;0,967;0,493;0,005;0,136;0,88;1,267;0,214;0,248;1,189;100,388;0,096;17,653;4;0,431;30;5;1,299;NA;21,053;30,702;48,246;1,929;54,28;0,041;9;"TABLES CALCAIRES";0;1,05;1,114;114,748;19,4;0;-0,212;-0,26;0,83;0,043;1,236;-0,316;-0,811;-0,683;1,759;0,126;1,535;-0,697;5,611;"TABLES CALCAIRES";"faible"
3487;"LURI A LURI ";"06300200";1223539;6221220;157191;2019-04-11;NA;0,046;1;16;6,7;224;NA;14,8;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Corse";"Début de la station CARHYCE environ 30 mètres en amont de la STEP. Berges de la partie aval entretenues sur quelques transects. Morphologie du cours d'eau différente en amont du petit affluent.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Luri";15;7;23,5;97;1,78;10,402;0,427;4,404;4,451;0,184;0,102;0,1;30,201;4,116;7,524;14,444;14,709;0,882;0,515;0,505;16,707;73,266;2,388;1,184;0,012;0,096;0,99;3,244;0,225;0,354;0,889;99,048;0,162;25,528;3;0,173;30;0;1,299;NA;6,87;64,885;28,244;1,98;17,59;0,965;16;"CORSE";0;1,13;0;0;0;1;0,069;0,478;-0,305;-0,419;-0,486;-0,353;0,241;2,012;-0,417;-1,228;-0,964;-0,606;5,468;"CORSE";"faible"
3488;"LE LUNAIN A NONVILLE 1";"03059000";684898;6797535;99172;2019-07-16;0,396;NA;NA;7,2;5,9;NA;NA;1,6;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Lunain";15;12;30;42,16;1,18;15,246;1,237;5,295;5,447;0,373;0,24;0,231;18,451;21,249;4,65;6,857;7,367;0,933;0,679;0,631;7,57;9,908;2,908;0,359;0,004;0,129;0,557;0,74;0,108;0,633;0,954;100,503;0,246;6,733;4;0,155;30;3;0,65;NA;51,546;26,804;21,649;2,043;209,74;0,217;9;"TABLES CALCAIRES";0;1,14;2,129;33,417;4,873;0;-0,477;0;-0,335;-0,48;-0,064;-0,867;-1,825;0;-0,71;-1,41;-0,079;-1,913;5,938;"TABLES CALCAIRES";"faible"
3489;"crique Sainte-Anne Amont pont RN1";"09230202";178371,773;604725,94;193439;2019-11-07;0,571;NA;0,91;9,4;6,4;131,6;NA;0,33;NA;"";"continue";"semi-continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Ni radier ni plat courant sur la station ou à proximité - Ateliers colmatage et granulométrie non réalisés
Défrichage en cours en rive droite de la station le jour de l'opération";"2017";"FDAAPPMA DOUBS";"Crique sainte anne amont pont rn1";15;NA;NA;NA;NA;NA;5,624;7,106;7,882;1,281;0,795;0,71;5,598;7,021;10,145;9,469;10,62;1,827;1,071;0,954;5,204;3,089;1,254;0,672;0,007;0,365;0,438;0,99;0,105;0,127;1,828;100,526;0,04;0,433;6;0,097;30;0;1,212;NA;100;0;0;0,611;23,39;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,145;-0,307;-1,054;0,13;-1,293;-0,142;-0,835;-1,187;-2,734;0,698;-2;-0,603;8,056;"GUYANE";"fort"
3490;"GUIL A EYGLIERS ";"06150790";997268;6408804;152613;2019-08-29;3;NA;1,9;29;13,3;406;NA;12,7;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"Présence d'un second bras en rive droite non pris en compte dans le plein bord. Ce bras se met en eau lors de crues décennales.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Guil";15;10;67,5;121,6;1,919;13,489;5,817;12,902;13,3;0,823;0,475;0,451;18,171;7,783;22,81;22,825;23,605;1,732;1,007;0,969;13,829;120,775;19,598;1,661;0,017;0,327;0,691;4,374;0,192;0,885;1,773;98,372;0,284;110,503;3;0,423;30;0;0,938;NA;9,143;45,143;45,714;1,995;475,67;0,76;2;"ALPES INTERNES";0;1,03;33,298;4148,498;181,751;0;-0,165;0,12;0,717;-0,259;0,492;-0,591;-0,391;0,318;1,209;-1,075;0,741;-1,02;4,753;"ALPES INTERNES";"faible"
3491;"affluent Kapiri";"09231519";379423,532;454002,116;193442;2019-11-01;0,978;NA;1,94;16;13,6;224;NA;0,71;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Guyane";"Ateliers granulométrie et colmatage réalisés sur plat courant en absence de radier";"2017";"FDAAPPMA DOUBS";"Affluent kapiri";15;0,5;0,5;0,5;0,303;0,5;7,006;13,194;13,493;0,833;0,53;0,518;17,118;8,123;17,256;15,562;16,256;1,541;1,105;1,057;10,281;7,365;3,877;0,57;0,006;0,267;0,496;1,743;0,112;0,231;1,543;100,631;0,071;1,761;2;0,285;30;0;1,299;NA;93,578;1,835;4,587;0,691;37,28;NA;973;"GUYANE";0;NA;NA;NA;NA;1;0,188;0,326;-0,091;-0,154;-0,271;0,107;1,08;1,259;-0,237;-0,828;-0,42;0,456;4,279;"GUYANE";"tres faible"
3492;"QUARTIER (LE) A LOUVERNE";"04633017";423249;6784377;175581;2019-07-24;0,018;NA;0,5;6,2;3,2;87;NA;12,4;NA;"";"continue";"continue";NA;"Quasiment pas de changement visuel avec le précédent CARHYCE 2017";"2017";"HYDROCONCEPT";"Quartier (le)";15;11,84;24,5;48;1,054;15,388;0,29;2,797;2,883;0,195;0,105;0,1;24,44;2,585;4,457;5,692;6,513;1,13;0,784;0,686;5,097;83,428;0,998;0,541;0,005;0,107;1,067;0,504;0,089;0,226;1,133;100,4;0,082;21,471;3;0,108;30;1;0,866;NA;31,25;56,25;12,5;1,816;44,21;1;12;"ARMORICAIN";0;1,18;NA;NA;NA;0;-0,257;-0,301;-0,238;0,036;1,36;-0,241;-1,187;-1,094;-0,576;0,18;1,321;-0,77;5,128;"ARMORICAIN";"faible"
3494;"Le Taillon à St Ciers du Taillon";"05072146";415112;6487008;166930;2015-06-12;0,201;NA;0,3;4;2,2;56;NA;2,2;NA;"";"isolée";"isolée";NA;"Fortes pluies dans la nuit du 11 au 12. Algues sur toute la station.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Taillon";15;NA;NA;NA;NA;NA;0,85;2,629;3,002;0,449;0,316;0,275;5,99;11,926;3,091;4,044;5,092;1,146;0,756;0,599;3,547;12,932;1,229;0,467;0,005;0,14;0,427;0,847;0,209;0,426;1,156;100,645;0,159;6,789;2;0,092;30;0;0,029;NA;85,606;14,394;0;1,498;11,258;0;9;"TABLES CALCAIRES";0;1,16;0,504;10,877;2,69;0;-0,112;-0,48;-0,552;0,337;-1,003;0,263;-0,429;-1,259;-1,17;0,991;-1,245;0,581;5,674;"TABLES CALCAIRES";"faible"
3495;"LA MENOFFE A SAINT-MAURICE-LA-CLOUERE";"04523006";503585;6588903;193217;2019-06-26;0,086;NA;0,37;5,55;2,62;77,7;NA;0,79;NA;"";"continue";"continue";"Réseau de suivi local des travaux de restaurations hydromorphologiques de La Ménoffe (86)";"";"2017";"RIVE SARL";"Menoffe";15;19,84;50,5;93;1,235;25,576;0,541;2,458;2,631;0,34;0,221;0,205;7,413;16,251;4,065;5,104;6,049;1,343;0,8;0,674;3,807;5,221;1,427;0,529;0,005;0,11;0,516;0,35;0,069;0,352;1,349;100,979;0,126;2,176;4;0,047;30;0;0,65;NA;61;33;6;1,433;32,458;0,481;9;"TABLES CALCAIRES";0;1,04;2,366;18,336;3,592;0;-0,202;-0,51;-1,334;0,274;-1,572;-0,02;-0,775;-1,337;-2,827;0,807;-1,951;-0,043;7,74;"TABLES CALCAIRES";"fort"
3496;"LA MENOFFE A SAINT-MAURICE-LA-CLOUERE";"04523007";504491;6589627;193221;2019-06-26;0,085;NA;0,53;4,9;3,7;68,6;NA;1,2;NA;"Végétation surplombante";"bosquets éparses";"continue";"Réseau de suivi local des travaux de restaurations hydromorphologiques de La Ménoffe (86)";"";"2017";"RIVE SARL";"Menoffe";15;NA;NA;NA;NA;NA;0,649;3,454;3,58;0,307;0,188;0,181;11,651;11,825;1,981;4,407;4,756;0,646;0,45;0,416;6,878;4,902;0,452;0,241;0,002;0,092;0,495;0,388;0,088;0,231;0,649;100,301;0,11;1,217;4;0,056;30;0;NA;NA;100;0;0;0,175;30,157;0,493;9;"TABLES CALCAIRES";0;1;2,366;27,853;6,32;0;-0,327;0,089;-1,157;-0,442;-1,185;-0,7;-1,251;0,232;-2,452;-1,3;-1,471;-1,545;8,251;"TABLES CALCAIRES";"fort"
3497;"VIVE PARENCE (LA) A SILLE-LE-PHILIPPE";"04604011";501365;6780195;175574;2019-07-25;0,019;NA;0,5;6;3,7;84;NA;1,31;NA;"";"semi-continue";"semi-continue";NA;"Un bâtonnet disparu";"2017";"HYDROCONCEPT";"Vive parence (la)";15;14;31,5;57;1,138;17,961;0,219;2,863;2,902;0,129;0,076;0,075;24,294;13,462;2,294;4,807;5,169;0,643;0,479;0,445;7,511;5,714;0,651;0,263;0,003;0,05;0,662;0,541;0,113;0,287;0,648;100,464;0,133;1,76;4;0,054;30;2;0,39;NA;80,612;15,306;4,082;1,64;65,796;0,214;9;"TABLES CALCAIRES";0;1;NA;NA;NA;0;-0,478;0,103;-1,263;-0,609;-0,762;-0,964;-1,83;0,269;-2,677;-1,791;-0,946;-2,126;9,64;"TABLES CALCAIRES";"tres fort"
3498;"OUETTE A BAZOUGERS";"04635014";433913;6777458;175584;2019-07-26;0,005;NA;0,6;6,7;4,1;94;NA;1,07;NA;"";"semi-continue";"semi-continue";NA;"Etiage très marqué. Seulement 4 bâtonnets.";"2017";"HYDROCONCEPT";"Ouette";15;29,76;64;92,16;1,055;39,225;0,457;2,414;2,547;0,274;0,186;0,173;10,595;1,079;3,895;5,468;6,12;1,151;0,718;0,638;4,838;6,694;0,102;0,456;0,005;0,136;0,718;0,559;0,102;0,027;1,151;100,827;0,01;0,197;3;0,118;30;2;0,39;NA;53,333;30;16,667;1,955;34,517;1;12;"ARMORICAIN";0;1,23;NA;NA;NA;0;-0,194;-0,314;-0,101;0,118;-1,221;-0,205;-0,897;-1,144;-0,245;0,59;-1,186;-0,654;4,717;"ARMORICAIN";"faible"
3499;"FIUMORBO A GHISONACCIA ";"06215700";1227703;6125025;72980;2019-04-08;1,23;NA;2;36;13,7;504;NA;8,1;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Corse";"Début de la station CARHYCE 150 mètres en aval du pont. Affluent avec un débit de 73.6 l/s après le transect numéro 7.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Fiumorbo";15;58,84;97,5;190;0,934;66,872;6,422;15,749;16,086;0,725;0,392;0,381;28,584;4,051;53,769;33,594;34,885;2,592;1,604;1,541;13,375;122,474;26,155;1,392;0,014;0,32;0,773;8,912;0,265;0,528;2,607;99,841;0,137;65,097;3;0,546;30;0;0,866;NA;33,684;23,684;42,632;1,753;240,67;0,863;16;"CORSE";0;1,05;26,999;2145,368;63,862;0;0,499;-0,069;0,075;0,529;-0,302;0,995;1,744;-0,289;0,102;1,552;-0,599;1,707;5,992;"CORSE";"faible"
3500;"HOUSSEAU (LE) A SAINT-CYR-LE-GRAVELAIS";"04637018";402421,5;6776306;175596;2019-07-24;0,008;NA;0,4;4,1;1,2;58;NA;2,41;NA;"";"semi-continue";"semi-continue";NA;"Quatre bâtonnets seulement.";"2017";"HYDROCONCEPT";"Housseau (le)";15;1;9;87,32;2,834;2,386;0,027;0,367;0,458;0,12;0,073;0,058;3,261;39,623;1,311;3,574;4,533;1,045;0,394;0,297;3,418;7,019;1,135;0,358;0,004;0,046;0,558;1,015;0,284;0,895;1,087;100,898;0,466;8,46;5;0,039;30;23;0,39;NA;6,25;28,125;65,625;0,97;15,255;1;12;"ARMORICAIN";0;1;NA;NA;NA;0;-0,28;-0,536;-1,059;0,234;-0,841;-0,73;-1,293;-1,949;-2,569;1,165;-0,817;-2,328;10,122;"ARMORICAIN";"tres fort"
3501;"DEUX FONTS (LES) A CHANTENAY-VILLEDIEU";"04605010";463860;6761727;175577;2019-07-25;0,065;NA;0,9;7,9;6,2;111;NA;0;NA;"";"semi-continue";"semi-continue";NA;"Pas de radier sur la station. Etiage marqué. Hauteur de vase importante. Impossible de mesurer la pente. Pente proche de 0. Influence d'un ouvrage. Ripisylve trop dense et cours d'eau vaseux.";"2017";"HYDROCONCEPT";"Deux fonts (les)";15;NA;NA;NA;NA;NA;1,029;4,096;4,214;0,382;0,251;0,243;10,88;NA;3,712;6,246;6,612;0,883;0,595;0,562;7,082;0;NA;0,346;0,003;0,122;0,49;0,411;0,066;NA;NA;NA;NA;NA;5;0,04;30;0;0,39;NA;96,774;1,075;2,151;0,445;39,087;0;9;"TABLES CALCAIRES";0;1,06;NA;NA;NA;0;-0,057;0,093;-1,513;-0,183;NA;-0,208;-0,219;0,245;-3,207;-0,539;NA;-0,46;NA;"TABLES CALCAIRES";NA
3502;"BOURBRE A L'ISLE-D'ABEAU ";"06082000";874247;6503503;148389;2019-03-21;3,05;2,53;106;13;11,63;182;NA;2,74;NA;"";"isolée";"isolée";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bourbre";15;20;34,5;54;0,673;22,191;3,666;11,715;11,924;0,455;0,315;0,309;26,524;34,769;12,395;13,832;14,517;1,134;0,896;0,854;12,242;22,949;20,302;0,443;0,004;0,112;0,358;0,55;0,04;1,642;1,272;100,567;0,555;39,512;4;0,08;30;1;NA;NA;8,547;91,453;0;1,237;359,88;0;5;"JURA-PREALPES DU NORD";0;1;22,265;598,47;43,267;0;-0,822;-0,057;-1,464;-0,778;-0,15;-1,436;-2,142;-0,167;-2,446;-3,53;-0,147;-2,77;11,202;"JURA-PREALPES DU NORD";"tres fort"
